episode,phase,ep_reward,ep_length,failure,n_repairs,n_replaces,epsilon,eval_catast,eval_mean_cost
506,train,-1697.71,400,0,2,121,0.86031,,
507,train,-461.743,96,1,0,24,0.86006,,
508,train,-1836.87,400,0,2,105,0.8598,,
509,train,-962.64,198,1,0,61,0.85955,,
510,train,-1524.507,321,1,0,89,0.8593,,
511,train,-970.388,192,1,0,48,0.85905,,
512,train,-1140.1,234,1,0,64,0.85879,,
513,train,-536.5,88,1,0,23,0.85854,,
514,train,-941.563,187,1,0,60,0.85829,,
515,train,-1233.6,243,1,0,86,0.85803,,
516,train,-357.4,65,1,0,21,0.85778,,
517,train,-392.1,80,1,0,24,0.85753,,
518,train,-833.45,170,1,0,55,0.85728,,
519,train,-442.2,61,1,0,22,0.85702,,
520,train,-1761.156,366,1,0,109,0.85677,,
521,train,-782.48,152,1,0,43,0.85652,,
522,train,-218.1,32,1,0,9,0.85627,,
523,train,-1753.413,400,0,3,106,0.85602,,
524,train,-789.621,164,1,0,47,0.85576,,
525,train,-1262.949,269,1,0,78,0.85551,,
526,train,-1739.323,379,1,0,101,0.85526,,
527,train,-1363.161,280,1,0,84,0.85501,,
528,train,-322.3,51,1,0,9,0.85476,,
529,train,-553.0,105,1,0,27,0.8545,,
530,train,-1614.374,400,0,1,92,0.85425,,
531,train,-846.1,173,1,0,61,0.854,,
532,train,-1423.376,266,1,0,93,0.85375,,
533,train,-199.07,19,1,0,4,0.8535,,
534,train,-1641.198,400,0,0,102,0.85325,,
535,train,-1751.9,400,0,2,110,0.853,,
536,train,-1727.065,400,0,2,115,0.85275,,
537,train,-1395.003,308,1,0,83,0.8525,,
538,train,-159.639,14,1,0,6,0.85224,,
539,train,-1723.366,400,0,0,112,0.85199,,
540,train,-367.549,55,1,0,15,0.85174,,
541,train,-1070.27,194,1,0,70,0.85149,,
542,train,-317.054,53,1,0,15,0.85124,,
543,train,-697.6,106,1,0,17,0.85099,,
544,train,-1180.487,238,1,0,82,0.85074,,
545,train,-1221.718,257,1,0,57,0.85049,,
546,train,-848.6,153,1,0,47,0.85024,,
547,train,-113.5,2,1,0,1,0.84999,,
548,train,-341.3,56,1,0,17,0.84974,,
549,train,-987.845,186,1,0,54,0.84949,,
550,train,-469.0,96,1,0,22,0.84924,,
551,train,-572.1,122,1,0,32,0.84899,,
552,train,-830.152,162,1,0,52,0.84874,,
553,train,-1495.91,304,1,0,88,0.84849,,
554,train,-109.1,1,1,0,0,0.84824,,
555,train,-433.6,80,1,0,20,0.84799,,
556,train,-866.9,189,1,0,52,0.84774,,
557,train,-191.052,24,1,0,7,0.8475,,
558,train,-1577.6,400,0,2,101,0.84725,,
559,train,-501.849,91,1,0,25,0.847,,
560,train,-648.0,132,1,0,35,0.84675,,
561,train,-313.4,53,1,0,14,0.8465,,
562,train,-1780.071,400,1,0,108,0.84625,,
563,train,-1551.078,323,1,0,77,0.846,,
564,train,-709.2,147,1,0,44,0.84575,,
565,train,-490.5,90,1,0,25,0.8455,,
566,train,-156.3,11,1,0,3,0.84526,,
567,train,-445.9,88,1,0,24,0.84501,,
568,train,-845.8,197,1,0,54,0.84476,,
569,train,-286.7,42,1,0,16,0.84451,,
570,train,-1173.757,252,1,0,81,0.84426,,
571,train,-277.978,48,1,0,12,0.84402,,
572,train,-1813.5,363,1,0,113,0.84377,,
573,train,-204.449,19,1,0,9,0.84352,,
574,train,-418.4,79,1,0,18,0.84327,,
575,train,-424.251,82,1,0,29,0.84302,,
576,train,-226.988,31,1,0,9,0.84278,,
577,train,-1737.602,399,1,0,105,0.84253,,
578,train,-1748.593,400,0,0,116,0.84228,,
579,train,-1244.209,250,1,0,70,0.84203,,
580,train,-753.036,151,1,0,47,0.84179,,
581,train,-1086.2,229,1,0,63,0.84154,,
582,train,-969.1,186,1,0,57,0.84129,,
583,train,-1724.702,400,0,0,121,0.84105,,
584,train,-1737.27,400,0,2,127,0.8408,,
585,train,-1111.042,245,1,0,60,0.84055,,
586,train,-1041.6,206,1,0,67,0.8403,,
587,train,-1793.2,400,0,0,116,0.84006,,
588,train,-574.1,115,1,0,32,0.83981,,
589,train,-461.5,95,1,0,28,0.83956,,
590,train,-1539.768,322,1,0,83,0.83932,,
591,train,-348.8,57,1,0,19,0.83907,,
592,train,-683.806,150,1,0,37,0.83883,,
593,train,-1775.3,400,0,1,113,0.83858,,
594,train,-1110.135,228,1,0,71,0.83833,,
595,train,-1707.8,400,0,1,118,0.83809,,
596,train,-1754.735,400,0,0,115,0.83784,,
597,train,-378.0,75,1,0,24,0.83759,,
598,train,-1075.4,206,1,0,64,0.83735,,
599,train,-108.0,1,1,0,1,0.8371,,
600,train,-1808.991,400,0,0,113,0.83686,,
601,train,-699.5,152,1,0,41,0.83661,,
602,train,-422.9,73,1,0,27,0.83637,,
603,train,-109.1,1,1,0,0,0.83612,,
604,train,-965.546,234,1,0,57,0.83588,,
605,train,-1679.845,400,0,2,113,0.83563,,
606,train,-109.1,1,1,0,0,0.83539,,
607,train,-595.8,111,1,0,35,0.83514,,
608,train,-581.348,108,1,0,37,0.8349,,
609,train,-1455.389,310,1,0,89,0.83465,,
610,train,-1100.989,254,1,0,64,0.83441,,
611,train,-1425.756,298,1,0,94,0.83416,,
612,train,-284.7,40,1,0,13,0.83392,,
613,train,-1736.7,386,1,0,109,0.83367,,
614,train,-162.316,13,1,0,3,0.83343,,
615,train,-210.0,29,1,0,9,0.83318,,
616,train,-172.2,11,1,0,3,0.83294,,
617,train,-196.8,26,1,0,9,0.83269,,
618,train,-471.578,91,1,0,21,0.83245,,
619,train,-522.446,103,1,0,28,0.83221,,
620,train,-1415.446,322,1,0,78,0.83196,,
621,train,-1453.6,294,1,0,91,0.83172,,
622,train,-454.199,74,1,0,22,0.83147,,
623,train,-543.639,99,1,0,31,0.83123,,
624,train,-1713.82,400,0,1,116,0.83099,,
625,train,-109.1,1,1,0,0,0.83074,,
626,train,-1770.808,400,0,0,112,0.8305,,
627,train,-1631.847,400,0,0,116,0.83026,,
628,train,-1736.818,400,0,0,120,0.83001,,
629,train,-956.9,195,1,0,60,0.82977,,
630,train,-138.2,12,1,0,4,0.82953,,
631,train,-595.1,103,1,0,32,0.82928,,
632,train,-1743.3,400,0,1,119,0.82904,,
633,train,-156.9,12,1,0,5,0.8288,,
634,train,-510.646,81,1,0,22,0.82855,,
635,train,-176.0,20,1,0,8,0.82831,,
636,train,-1357.2,309,1,0,80,0.82807,,
637,train,-1391.911,300,1,0,77,0.82783,,
638,train,-370.7,70,1,0,21,0.82758,,
639,train,-1616.113,400,0,2,100,0.82734,,
640,train,-213.3,29,1,0,9,0.8271,,
641,train,-1685.619,400,0,0,101,0.82686,,
642,train,-1683.487,400,0,0,106,0.82661,,
643,train,-160.2,20,1,0,6,0.82637,,
644,train,-352.1,61,1,0,18,0.82613,,
645,train,-162.6,19,1,0,7,0.82589,,
646,train,-641.8,128,1,0,38,0.82565,,
647,train,-703.6,134,1,0,48,0.8254,,
648,train,-191.845,19,1,0,5,0.82516,,
649,train,-1680.124,400,0,2,96,0.82492,,
650,train,-906.2,184,1,0,54,0.82468,,
651,train,-863.7,194,1,0,42,0.82444,,
652,train,-1662.0,400,0,0,118,0.8242,,
653,train,-1418.0,337,1,0,92,0.82395,,
654,train,-492.688,83,1,0,28,0.82371,,
655,train,-453.801,78,1,0,23,0.82347,,
656,train,-1029.288,230,1,0,70,0.82323,,
657,train,-255.4,51,1,0,9,0.82299,,
658,train,-819.1,185,1,0,38,0.82275,,
659,train,-206.9,29,1,0,8,0.82251,,
660,train,-365.636,79,1,0,23,0.82227,,
661,train,-800.6,178,1,0,44,0.82203,,
662,train,-1386.4,298,1,0,72,0.82179,,
663,train,-5.5,1,0,1,0,0.82155,,
664,train,-1108.774,245,1,0,74,0.8213,,
665,train,-1642.57,400,0,0,106,0.82106,,
666,train,-150.552,14,1,0,2,0.82082,,
667,train,-177.752,19,1,0,8,0.82058,,
668,train,-188.1,18,1,0,5,0.82034,,
669,train,-159.5,17,1,0,2,0.8201,,
670,train,-1772.6,372,1,0,108,0.81986,,
671,train,-338.4,57,1,0,8,0.81962,,
672,train,-536.3,106,1,0,33,0.81938,,
673,train,-524.0,107,1,0,28,0.81914,,
674,train,-1531.023,400,0,0,106,0.8189,,
675,train,-1431.999,400,0,1,84,0.81866,,
676,train,-1609.6,400,0,2,107,0.81843,,
677,train,-1672.084,374,1,0,92,0.81819,,
678,train,-1158.081,251,1,0,68,0.81795,,
679,train,-109.1,1,1,0,0,0.81771,,
680,train,-1564.539,400,0,0,99,0.81747,,
681,train,-458.228,70,1,0,19,0.81723,,
682,train,-109.1,1,1,0,0,0.81699,,
683,train,-1602.418,400,0,1,100,0.81675,,
684,train,-253.7,38,1,0,14,0.81651,,
685,train,-849.24,195,1,0,50,0.81627,,
686,train,-721.8,152,1,0,46,0.81603,,
687,train,-624.1,128,1,0,35,0.8158,,
688,train,-819.9,187,1,0,54,0.81556,,
689,train,-1474.693,350,1,0,85,0.81532,,
690,train,-1521.527,339,1,0,84,0.81508,,
691,train,-1602.3,400,0,0,122,0.81484,,
692,train,-1553.834,400,0,0,112,0.8146,,
693,train,-786.2,156,1,0,34,0.81437,,
694,train,-503.911,91,1,0,24,0.81413,,
695,train,-432.243,71,1,0,23,0.81389,,
696,train,-656.8,115,1,0,22,0.81365,,
697,train,-801.5,175,1,0,48,0.81341,,
698,train,-520.8,110,1,0,23,0.81318,,
699,train,-311.7,55,1,0,16,0.81294,,
700,train,-1109.098,250,1,0,71,0.8127,,
701,train,-1708.998,400,0,0,103,0.81246,,
702,train,-1562.172,400,0,1,90,0.81223,,
703,train,-500.162,77,1,0,24,0.81199,,
704,train,-1644.8,400,0,1,86,0.81175,,
705,train,-1601.92,400,0,0,103,0.81151,,
706,train,-302.2,54,1,0,18,0.81128,,
707,train,-1463.0,345,1,0,88,0.81104,,
708,train,-1242.3,275,1,0,74,0.8108,,
709,train,-1046.709,235,1,0,64,0.81057,,
710,train,-340.765,50,1,0,16,0.81033,,
711,train,-1756.909,400,0,0,104,0.81009,,
712,train,-817.688,177,1,0,52,0.80986,,
713,train,-464.141,83,1,0,30,0.80962,,
714,train,-296.454,53,1,0,12,0.80938,,
715,train,-1667.021,400,0,0,106,0.80915,,
716,train,-1875.519,397,1,0,98,0.80891,,
717,train,-643.746,128,1,0,30,0.80867,,
718,train,-1660.016,400,0,1,112,0.80844,,
719,train,-1719.411,400,0,4,123,0.8082,,
720,train,-1807.545,400,0,0,121,0.80797,,
721,train,-478.6,97,1,0,28,0.80773,,
722,train,-691.2,133,1,0,33,0.80749,,
723,train,-109.1,1,1,0,0,0.80726,,
724,train,-1776.9,400,0,1,104,0.80702,,
725,train,-1503.516,368,1,0,98,0.80679,,
726,train,-1052.7,229,1,0,59,0.80655,,
727,train,-1748.8,400,0,1,118,0.80632,,
728,train,-641.0,126,1,0,40,0.80608,,
729,train,-992.107,221,1,0,52,0.80584,,
730,train,-134.5,10,1,0,2,0.80561,,
731,train,-1561.755,400,0,0,90,0.80537,,
732,train,-249.1,39,1,0,6,0.80514,,
733,train,-1457.207,325,1,0,79,0.8049,,
734,train,-1558.907,400,0,0,113,0.80467,,
735,train,-1620.143,400,0,4,99,0.80443,,
736,train,-471.6,85,1,0,24,0.8042,,
737,train,-634.252,120,1,0,29,0.80396,,
738,train,-1218.8,285,1,0,72,0.80373,,
739,train,-223.3,29,1,0,7,0.8035,,
740,train,-1643.977,400,0,0,91,0.80326,,
741,train,-113.9,6,1,0,1,0.80303,,
742,train,-109.1,1,1,0,0,0.80279,,
743,train,-239.4,38,1,0,9,0.80256,,
744,train,-1590.493,358,1,0,93,0.80232,,
745,train,-826.323,174,1,0,58,0.80209,,
746,train,-1256.1,297,1,0,76,0.80186,,
747,train,-267.5,40,1,0,9,0.80162,,
748,train,-1504.788,304,1,0,88,0.80139,,
749,train,-1054.368,230,1,0,66,0.80115,,
750,train,-1167.778,264,1,0,78,0.80092,,
751,train,-456.341,83,1,0,27,0.80069,,
752,train,-1595.1,400,0,0,115,0.80045,,
753,train,-1666.581,400,0,0,104,0.80022,,
754,train,-1694.8,400,0,0,105,0.79999,,
755,train,-1416.249,316,1,0,84,0.79975,,
756,train,-1650.436,400,0,0,107,0.79952,,
757,train,-457.275,84,1,0,24,0.79929,,
758,train,-216.4,30,1,0,9,0.79905,,
759,train,-1602.468,400,0,1,103,0.79882,,
760,train,-997.343,218,1,0,54,0.79859,,
761,train,-861.915,190,1,0,53,0.79836,,
762,train,-846.945,183,1,0,61,0.79812,,
763,train,-254.4,36,1,0,13,0.79789,,
764,train,-116.2,4,1,0,2,0.79766,,
765,train,-1558.771,400,0,0,95,0.79742,,
766,train,-1559.9,400,0,0,100,0.79719,,
767,train,-574.451,128,1,0,31,0.79696,,
768,train,-150.4,11,1,0,4,0.79673,,
769,train,-1384.183,314,1,0,84,0.7965,,
770,train,-1065.554,248,1,0,62,0.79626,,
771,train,-247.6,30,1,0,9,0.79603,,
772,train,-189.9,21,1,0,8,0.7958,,
773,train,-849.5,200,1,0,56,0.79557,,
774,train,-1478.4,400,0,0,85,0.79534,,
775,train,-166.7,21,1,0,4,0.7951,,
776,train,-501.493,109,1,0,27,0.79487,,
777,train,-386.1,66,1,0,23,0.79464,,
778,train,-256.3,36,1,0,6,0.79441,,
779,train,-738.011,160,1,0,45,0.79418,,
780,train,-395.2,47,1,0,12,0.79395,,
781,train,-1581.9,386,1,0,107,0.79372,,
782,train,-1073.604,236,1,0,55,0.79348,,
783,train,-487.5,84,1,0,20,0.79325,,
784,train,-1556.748,400,0,3,105,0.79302,,
785,train,-194.8,18,1,0,3,0.79279,,
786,train,-1494.99,400,0,2,96,0.79256,,
787,train,-1679.069,400,0,0,103,0.79233,,
788,train,-353.9,47,1,0,11,0.7921,,
789,train,-991.5,242,1,0,61,0.79187,,
790,train,-307.0,48,1,0,12,0.79164,,
791,train,-109.1,1,1,0,0,0.79141,,
792,train,-975.12,227,1,0,60,0.79118,,
793,train,-1105.407,235,1,0,67,0.79095,,
794,train,-1247.7,289,1,0,71,0.79072,,
795,train,-1677.684,400,0,1,97,0.79049,,
796,train,-593.8,125,1,0,36,0.79026,,
797,train,-229.6,38,1,0,7,0.79003,,
798,train,-851.388,182,1,0,43,0.7898,,
799,train,-272.9,47,1,0,8,0.78957,,
800,train,-7.5,2,0,1,0,0.78934,,
800,eval,,,,,,0.78934,0.11667,291.835
801,train,-1534.804,400,0,3,104,0.78911,,
802,train,-646.466,134,1,0,37,0.78888,,
803,train,-1698.47,400,0,7,96,0.78865,,
804,train,-1122.712,278,1,0,76,0.78842,,
805,train,-224.7,39,1,0,11,0.78819,,
806,train,-819.199,168,1,0,43,0.78796,,
807,train,-109.092,1,1,0,0,0.78773,,
808,train,-1286.8,273,1,0,73,0.7875,,
809,train,-1442.794,311,1,0,98,0.78727,,
810,train,-550.752,110,1,0,34,0.78704,,
811,train,-631.2,124,1,0,42,0.78681,,
812,train,-108.2,3,1,0,1,0.78658,,
813,train,-666.5,147,1,0,37,0.78635,,
814,train,-1620.24,400,0,0,101,0.78613,,
815,train,-1571.323,400,0,2,107,0.7859,,
816,train,-1596.91,400,0,2,100,0.78567,,
817,train,-612.943,122,1,0,33,0.78544,,
818,train,-1487.075,355,1,0,106,0.78521,,
819,train,-1383.479,307,1,0,76,0.78498,,
820,train,-798.951,195,1,0,53,0.78476,,
821,train,-1418.5,323,1,0,100,0.78453,,
822,train,-1435.477,362,1,0,85,0.7843,,
823,train,-715.5,151,1,0,39,0.78407,,
824,train,-971.4,227,1,0,65,0.78384,,
825,train,-954.5,207,1,0,70,0.78361,,
826,train,-1561.297,400,0,8,94,0.78339,,
827,train,-1515.846,400,0,0,102,0.78316,,
828,train,-956.4,198,1,0,52,0.78293,,
829,train,-1609.458,348,1,0,101,0.7827,,
830,train,-818.21,199,1,0,50,0.78248,,
831,train,-1067.746,242,1,0,64,0.78225,,
832,train,-1644.232,400,0,1,93,0.78202,,
833,train,-371.4,77,1,0,22,0.78179,,
834,train,-373.0,66,1,0,23,0.78157,,
835,train,-223.6,33,1,0,9,0.78134,,
836,train,-1628.871,400,0,1,110,0.78111,,
837,train,-137.9,14,1,0,2,0.78089,,
838,train,-376.854,61,1,0,17,0.78066,,
839,train,-1698.665,400,0,3,102,0.78043,,
840,train,-113.6,3,1,0,1,0.78021,,
841,train,-1078.864,235,1,0,53,0.77998,,
842,train,-1087.806,266,1,0,75,0.77975,,
843,train,-274.0,44,1,0,13,0.77953,,
844,train,-861.1,199,1,0,51,0.7793,,
845,train,-1669.86,400,0,4,107,0.77907,,
846,train,-1575.433,400,0,1,109,0.77885,,
847,train,-1211.466,282,1,0,75,0.77862,,
848,train,-582.8,117,1,0,25,0.77839,,
849,train,-830.6,171,1,0,46,0.77817,,
850,train,-1035.959,223,1,0,58,0.77794,,
851,train,-1856.912,400,0,1,114,0.77772,,
852,train,-1089.8,254,1,0,63,0.77749,,
853,train,-143.0,11,1,0,2,0.77726,,
854,train,-1568.3,390,1,0,103,0.77704,,
855,train,-681.6,126,1,0,43,0.77681,,
856,train,-548.2,111,1,0,28,0.77659,,
857,train,-1583.806,400,0,3,84,0.77636,,
858,train,-1102.656,220,1,0,53,0.77614,,
859,train,-223.3,33,1,0,8,0.77591,,
860,train,-1545.488,400,0,2,94,0.77569,,
861,train,-346.2,60,1,0,14,0.77546,,
862,train,-278.076,44,1,0,11,0.77524,,
863,train,-1617.555,400,0,0,100,0.77501,,
864,train,-555.5,103,1,0,25,0.77479,,
865,train,-128.754,4,1,0,2,0.77456,,
866,train,-1147.724,249,1,0,75,0.77434,,
867,train,-1026.054,236,1,0,61,0.77411,,
868,train,-1042.9,269,1,0,70,0.77389,,
869,train,-1647.956,400,0,1,97,0.77366,,
870,train,-1441.223,311,1,0,80,0.77344,,
871,train,-422.939,70,1,0,18,0.77321,,
872,train,-481.7,105,1,0,25,0.77299,,
873,train,-1312.9,326,1,0,84,0.77276,,
874,train,-1539.359,400,0,0,100,0.77254,,
875,train,-1120.672,238,1,0,65,0.77232,,
876,train,-745.6,149,1,0,40,0.77209,,
877,train,-332.4,63,1,0,17,0.77187,,
878,train,-1086.72,255,1,0,75,0.77164,,
879,train,-222.37,36,1,0,7,0.77142,,
880,train,-283.4,38,1,0,13,0.7712,,
881,train,-1641.848,396,1,0,97,0.77097,,
882,train,-1425.4,338,1,0,101,0.77075,,
883,train,-661.3,160,1,0,31,0.77053,,
884,train,-1523.869,400,0,1,109,0.7703,,
885,train,-273.2,46,1,0,12,0.77008,,
886,train,-1626.202,400,0,0,106,0.76986,,
887,train,-1609.724,400,0,0,98,0.76963,,
888,train,-1649.3,400,0,1,96,0.76941,,
889,train,-357.688,59,1,0,14,0.76919,,
890,train,-632.0,131,1,0,33,0.76896,,
891,train,-1508.713,400,0,1,92,0.76874,,
892,train,-789.021,177,1,0,45,0.76852,,
893,train,-150.7,8,1,0,1,0.76829,,
894,train,-1095.554,248,1,0,60,0.76807,,
895,train,-178.6,17,1,0,7,0.76785,,
896,train,-1705.795,388,1,0,100,0.76763,,
897,train,-472.9,76,1,0,17,0.7674,,
898,train,-1590.3,353,1,0,97,0.76718,,
899,train,-1546.33,400,0,0,97,0.76696,,
900,train,-1633.0,400,0,2,110,0.76674,,
901,train,-113.6,3,1,0,1,0.76651,,
902,train,-443.9,86,1,0,18,0.76629,,
903,train,-1831.17,400,0,0,106,0.76607,,
904,train,-1578.44,400,0,1,105,0.76585,,
905,train,-972.004,223,1,0,56,0.76563,,
906,train,-1386.156,354,1,0,97,0.7654,,
907,train,-221.0,32,1,0,7,0.76518,,
908,train,-878.8,205,1,0,53,0.76496,,
909,train,-1335.452,337,1,0,80,0.76474,,
910,train,-203.3,32,1,0,8,0.76452,,
911,train,-332.4,60,1,0,13,0.7643,,
912,train,-1416.4,304,1,0,82,0.76407,,
913,train,-1667.712,400,0,0,113,0.76385,,
914,train,-772.5,157,1,0,40,0.76363,,
915,train,-1417.211,351,1,0,95,0.76341,,
916,train,-356.0,64,1,0,18,0.76319,,
917,train,-1650.211,377,1,0,100,0.76297,,
918,train,-1345.9,299,1,0,82,0.76275,,
919,train,-1503.943,400,0,1,101,0.76253,,
920,train,-210.3,43,1,0,7,0.76231,,
921,train,-109.1,1,1,0,0,0.76209,,
922,train,-1567.84,400,0,0,105,0.76186,,
923,train,-846.381,179,1,0,42,0.76164,,
924,train,-706.753,168,1,0,43,0.76142,,
925,train,-1512.307,353,1,0,84,0.7612,,
926,train,-320.0,61,1,0,17,0.76098,,
927,train,-146.8,19,1,0,5,0.76076,,
928,train,-767.9,181,1,0,41,0.76054,,
929,train,-396.9,67,1,0,15,0.76032,,
930,train,-1667.77,395,1,0,108,0.7601,,
931,train,-790.8,158,1,0,43,0.75988,,
932,train,-465.7,108,1,0,26,0.75966,,
933,train,-1266.4,302,1,0,71,0.75944,,
934,train,-1360.342,296,1,0,84,0.75922,,
935,train,-456.9,83,1,0,24,0.759,,
936,train,-123.752,7,1,0,2,0.75878,,
937,train,-236.7,31,1,0,10,0.75856,,
938,train,-1539.636,375,1,0,94,0.75834,,
939,train,-936.098,194,1,0,50,0.75812,,
940,train,-1491.596,400,0,0,92,0.75791,,
941,train,-1663.668,400,0,0,90,0.75769,,
942,train,-972.675,250,1,0,60,0.75747,,
943,train,-1572.1,400,0,3,105,0.75725,,
944,train,-1643.564,400,0,0,104,0.75703,,
945,train,-1140.146,260,1,0,70,0.75681,,
946,train,-1252.102,286,1,0,72,0.75659,,
947,train,-1323.554,310,1,0,84,0.75637,,
948,train,-1578.597,400,0,0,97,0.75615,,
949,train,-134.7,9,1,0,2,0.75593,,
950,train,-620.7,134,1,0,34,0.75572,,
951,train,-619.099,149,1,0,41,0.7555,,
952,train,-1615.998,396,1,0,100,0.75528,,
953,train,-1391.471,328,1,0,80,0.75506,,
954,train,-336.9,56,1,0,10,0.75484,,
955,train,-1756.016,386,1,0,112,0.75462,,
956,train,-1572.4,400,0,1,107,0.75441,,
957,train,-109.1,1,1,0,0,0.75419,,
958,train,-132.2,6,1,0,4,0.75397,,
959,train,-358.032,70,1,0,14,0.75375,,
960,train,-1770.866,392,1,0,90,0.75353,,
961,train,-1298.594,328,1,0,79,0.75332,,
962,train,-317.056,67,1,0,16,0.7531,,
963,train,-515.3,106,1,0,30,0.75288,,
964,train,-940.464,188,1,0,45,0.75266,,
965,train,-1650.772,346,1,0,91,0.75245,,
966,train,-339.5,60,1,0,16,0.75223,,
967,train,-423.0,93,1,0,23,0.75201,,
968,train,-1504.947,400,0,0,108,0.75179,,
969,train,-1385.2,400,0,0,98,0.75158,,
970,train,-1040.3,275,1,0,59,0.75136,,
971,train,-478.8,102,1,0,28,0.75114,,
972,train,-1208.666,289,1,0,75,0.75093,,
973,train,-465.9,81,1,0,29,0.75071,,
974,train,-108.947,1,1,0,0,0.75049,,
975,train,-527.497,110,1,0,32,0.75027,,
976,train,-108.634,1,1,0,0,0.75006,,
977,train,-364.9,69,1,0,21,0.74984,,
978,train,-1541.067,400,0,4,98,0.74962,,
979,train,-408.062,87,1,0,22,0.74941,,
980,train,-181.4,15,1,0,4,0.74919,,
981,train,-1495.169,400,0,0,100,0.74898,,
982,train,-294.9,47,1,0,9,0.74876,,
983,train,-1088.2,272,1,0,66,0.74854,,
984,train,-1484.251,400,0,0,97,0.74833,,
985,train,-1570.1,400,0,3,103,0.74811,,
986,train,-1626.586,400,0,3,100,0.74789,,
987,train,-652.389,146,1,0,42,0.74768,,
988,train,-1506.6,400,0,1,104,0.74746,,
989,train,-542.049,113,1,0,27,0.74725,,
990,train,-945.2,219,1,0,48,0.74703,,
991,train,-449.202,86,1,0,23,0.74682,,
992,train,-488.684,77,1,0,17,0.7466,,
993,train,-480.687,99,1,0,27,0.74638,,
994,train,-1063.27,265,1,0,63,0.74617,,
995,train,-1155.236,281,1,0,68,0.74595,,
996,train,-428.4,73,1,0,22,0.74574,,
997,train,-1458.643,400,0,0,109,0.74552,,
998,train,-1051.6,242,1,0,61,0.74531,,
999,train,-1474.769,400,0,1,104,0.74509,,
1000,train,-1524.202,400,0,0,95,0.74488,,
1001,train,-1513.231,400,0,0,98,0.74466,,
1002,train,-1601.188,400,0,1,99,0.74445,,
1003,train,-1108.6,262,1,0,66,0.74423,,
1004,train,-1405.649,329,1,0,73,0.74402,,
1005,train,-109.1,1,1,0,0,0.7438,,
1006,train,-124.5,8,1,0,3,0.74359,,
1007,train,-858.092,204,1,0,43,0.74338,,
1008,train,-1543.6,382,1,0,105,0.74316,,
