episode,phase,ep_reward,ep_length,failure,n_repairs,n_replaces,epsilon,eval_catast,eval_mean_cost
1009,train,-974.046,186,1,0,60,0.74295,,
1010,train,-502.9,100,1,0,20,0.74273,,
1011,train,-1436.985,400,0,0,98,0.74252,,
1012,train,-1591.1,400,0,3,97,0.7423,,
1013,train,-1566.34,400,0,1,115,0.74209,,
1014,train,-796.7,174,1,0,40,0.74188,,
1015,train,-190.449,26,1,0,5,0.74166,,
1016,train,-151.1,18,1,0,4,0.74145,,
1017,train,-1579.252,386,1,0,99,0.74123,,
1018,train,-205.5,32,1,0,6,0.74102,,
1019,train,-994.1,223,1,0,57,0.74081,,
1020,train,-206.3,21,1,0,4,0.74059,,
1021,train,-1640.345,400,0,1,86,0.74038,,
1022,train,-1473.437,358,1,0,92,0.74017,,
1023,train,-108.985,1,1,0,0,0.73995,,
1024,train,-1477.4,400,0,1,102,0.73974,,
1025,train,-1129.162,237,1,0,78,0.73953,,
1026,train,-151.1,8,1,0,5,0.73931,,
1027,train,-1459.195,400,0,2,92,0.7391,,
1028,train,-159.9,17,1,0,6,0.73889,,
1029,train,-1070.1,269,1,0,66,0.73867,,
1030,train,-1417.336,400,0,1,93,0.73846,,
1031,train,-627.816,123,1,0,32,0.73825,,
1032,train,-1709.4,400,0,0,127,0.73804,,
1033,train,-1575.1,400,0,0,110,0.73782,,
1034,train,-646.3,160,1,0,26,0.73761,,
1035,train,-209.4,24,1,0,8,0.7374,,
1036,train,-1428.3,400,0,2,91,0.73719,,
1037,train,-478.8,96,1,0,26,0.73697,,
1038,train,-548.245,122,1,0,27,0.73676,,
1039,train,-1450.984,400,0,5,96,0.73655,,
1040,train,-228.231,36,1,0,9,0.73634,,
1041,train,-1273.9,322,1,0,77,0.73612,,
1042,train,-1167.561,243,1,0,71,0.73591,,
1043,train,-1598.6,400,0,2,104,0.7357,,
1044,train,-508.457,113,1,0,27,0.73549,,
1045,train,-1502.5,400,0,0,88,0.73528,,
1046,train,-1548.569,400,0,2,106,0.73507,,
1047,train,-1049.786,236,1,0,58,0.73485,,
1048,train,-460.852,84,1,0,21,0.73464,,
1049,train,-1590.881,400,0,0,100,0.73443,,
1050,train,-1454.213,400,0,4,105,0.73422,,
1051,train,-210.8,30,1,0,10,0.73401,,
1052,train,-1648.609,400,0,2,112,0.7338,,
1053,train,-631.3,147,1,0,30,0.73359,,
1054,train,-1382.674,350,1,0,87,0.73337,,
1055,train,-240.852,30,1,0,8,0.73316,,
1056,train,-869.969,222,1,0,52,0.73295,,
1057,train,-1389.881,326,1,0,75,0.73274,,
1058,train,-1507.4,360,1,0,93,0.73253,,
1059,train,-1656.411,390,1,0,96,0.73232,,
1060,train,-1525.279,400,0,0,86,0.73211,,
1061,train,-1404.369,312,1,0,82,0.7319,,
1062,train,-1384.1,311,1,0,80,0.73169,,
1063,train,-795.2,193,1,0,44,0.73148,,
1064,train,-1218.169,265,1,0,67,0.73127,,
1065,train,-1067.846,268,1,0,62,0.73106,,
1066,train,-872.8,216,1,0,62,0.73085,,
1067,train,-746.793,179,1,0,47,0.73064,,
1068,train,-1455.669,400,0,0,94,0.73043,,
1069,train,-109.1,1,1,0,0,0.73022,,
1070,train,-651.5,145,1,0,36,0.73001,,
1071,train,-402.1,83,1,0,29,0.7298,,
1072,train,-570.0,138,1,0,31,0.72959,,
1073,train,-1079.565,235,1,0,56,0.72938,,
1074,train,-1531.764,400,0,0,115,0.72917,,
1075,train,-1364.053,323,1,0,90,0.72896,,
1076,train,-1141.055,270,1,0,73,0.72875,,
1077,train,-138.0,10,1,0,4,0.72854,,
1078,train,-1502.002,400,0,0,105,0.72833,,
1079,train,-1440.475,400,0,1,81,0.72812,,
1080,train,-318.9,55,1,0,10,0.72791,,
1081,train,-642.354,144,1,0,33,0.7277,,
1082,train,-511.9,118,1,0,24,0.72749,,
1083,train,-681.23,140,1,0,35,0.72728,,
1084,train,-1366.251,357,1,0,82,0.72707,,
1085,train,-874.5,195,1,0,58,0.72686,,
1086,train,-1170.6,299,1,0,70,0.72665,,
1087,train,-380.7,85,1,0,22,0.72645,,
1088,train,-477.2,106,1,0,30,0.72624,,
1089,train,-1357.889,400,0,0,101,0.72603,,
1090,train,-495.6,105,1,0,27,0.72582,,
1091,train,-321.2,57,1,0,16,0.72561,,
1092,train,-676.708,151,1,0,43,0.7254,,
1093,train,-398.4,93,1,0,14,0.72519,,
1094,train,-1418.9,330,1,0,90,0.72499,,
1095,train,-303.696,47,1,0,12,0.72478,,
1096,train,-1373.444,400,0,0,99,0.72457,,
1097,train,-700.1,147,1,0,36,0.72436,,
1098,train,-1001.6,226,1,0,62,0.72415,,
1099,train,-263.377,42,1,0,11,0.72394,,
1100,train,-166.956,16,1,0,3,0.72374,,
1101,train,-294.3,45,1,0,14,0.72353,,
1102,train,-605.146,131,1,0,28,0.72332,,
1103,train,-1471.7,400,0,3,76,0.72311,,
1104,train,-1293.446,313,1,0,75,0.72291,,
1105,train,-506.7,85,1,0,13,0.7227,,
1106,train,-1498.435,400,0,0,93,0.72249,,
1107,train,-419.339,73,1,0,20,0.72228,,
1108,train,-109.1,1,1,0,0,0.72208,,
1109,train,-31.5,9,0,4,0,0.72187,,
1110,train,-1146.797,266,1,0,68,0.72166,,
1111,train,-116.1,3,1,0,2,0.72145,,
1112,train,-1500.5,400,0,1,98,0.72125,,
1113,train,-1421.754,374,1,0,86,0.72104,,
1114,train,-967.2,227,1,0,52,0.72083,,
1115,train,-1659.174,400,0,1,100,0.72063,,
1116,train,-1309.9,344,1,0,88,0.72042,,
1117,train,-287.0,61,1,0,14,0.72021,,
1118,train,-1379.105,400,0,1,90,0.72001,,
1119,train,-219.9,40,1,0,10,0.7198,,
1120,train,-952.6,223,1,0,60,0.71959,,
1121,train,-143.1,12,1,0,2,0.71939,,
1122,train,-1492.6,400,0,0,96,0.71918,,
1123,train,-424.457,91,1,0,19,0.71897,,
1124,train,-1272.0,334,1,0,83,0.71877,,
1125,train,-902.3,177,1,0,42,0.71856,,
1126,train,-1477.7,400,0,2,104,0.71835,,
1127,train,-742.0,197,1,0,40,0.71815,,
1128,train,-1145.115,316,1,0,67,0.71794,,
1129,train,-915.822,191,1,0,50,0.71774,,
1130,train,-346.0,73,1,0,11,0.71753,,
1131,train,-1493.448,400,0,2,87,0.71732,,
1132,train,-246.89,48,1,0,11,0.71712,,
1133,train,-1486.6,400,0,1,90,0.71691,,
1134,train,-421.3,87,1,0,21,0.71671,,
1135,train,-108.973,1,1,0,0,0.7165,,
1136,train,-1642.3,379,1,0,99,0.7163,,
1137,train,-347.14,61,1,0,20,0.71609,,
1138,train,-1453.7,400,0,0,96,0.71589,,
1139,train,-1511.662,400,0,1,88,0.71568,,
1140,train,-1154.562,271,1,0,83,0.71548,,
1141,train,-340.699,70,1,0,17,0.71527,,
1142,train,-1488.032,400,0,3,101,0.71507,,
1143,train,-558.389,135,1,0,22,0.71486,,
1144,train,-727.305,145,1,0,36,0.71466,,
1145,train,-1036.709,241,1,0,60,0.71445,,
1146,train,-1405.961,384,1,0,92,0.71425,,
1147,train,-1561.988,400,0,0,92,0.71404,,
1148,train,-347.4,56,1,0,12,0.71384,,
1149,train,-945.449,243,1,0,59,0.71363,,
1150,train,-557.106,127,1,0,30,0.71343,,
1151,train,-701.4,201,1,0,36,0.71322,,
1152,train,-161.7,16,1,0,6,0.71302,,
1153,train,-453.502,84,1,0,19,0.71281,,
1154,train,-338.7,70,1,0,15,0.71261,,
1155,train,-276.5,49,1,0,12,0.71241,,
1156,train,-392.4,70,1,0,13,0.7122,,
1157,train,-109.1,1,1,0,0,0.712,,
1158,train,-549.0,93,1,0,20,0.71179,,
1159,train,-1504.0,400,0,0,104,0.71159,,
1160,train,-225.5,42,1,0,7,0.71139,,
1161,train,-1432.52,400,0,1,89,0.71118,,
1162,train,-1482.845,400,0,0,110,0.71098,,
1163,train,-1429.448,400,0,0,114,0.71077,,
1164,train,-1447.946,400,0,0,84,0.71057,,
1165,train,-174.3,18,1,0,5,0.71037,,
1166,train,-705.2,184,1,0,39,0.71016,,
1167,train,-1458.595,400,0,0,101,0.70996,,
1168,train,-1259.488,400,0,0,84,0.70976,,
1169,train,-1523.038,374,1,0,86,0.70955,,
1170,train,-109.1,1,1,0,0,0.70935,,
1171,train,-109.1,1,1,0,0,0.70915,,
1172,train,-896.178,233,1,0,57,0.70895,,
1173,train,-245.7,47,1,0,8,0.70874,,
1174,train,-1204.2,276,1,0,70,0.70854,,
1175,train,-225.4,35,1,0,6,0.70834,,
1176,train,-1339.466,400,0,4,90,0.70813,,
1177,train,-1208.957,327,1,0,82,0.70793,,
1178,train,-293.1,47,1,0,12,0.70773,,
1179,train,-1124.37,293,1,0,76,0.70753,,
1180,train,-865.144,223,1,0,50,0.70732,,
1181,train,-1454.166,376,1,0,89,0.70712,,
1182,train,-109.1,1,1,0,0,0.70692,,
1183,train,-443.1,110,1,0,27,0.70672,,
1184,train,-865.77,191,1,0,46,0.70651,,
1185,train,-1437.8,368,1,0,91,0.70631,,
1186,train,-137.252,14,1,0,1,0.70611,,
1187,train,-1145.89,297,1,0,68,0.70591,,
1188,train,-678.89,159,1,0,37,0.70571,,
1189,train,-1683.888,399,1,0,98,0.7055,,
1190,train,-603.437,135,1,0,30,0.7053,,
1191,train,-1503.099,400,0,2,89,0.7051,,
1192,train,-546.0,116,1,0,24,0.7049,,
1193,train,-603.9,120,1,0,37,0.7047,,
1194,train,-1426.199,400,0,0,95,0.7045,,
1195,train,-412.899,95,1,0,24,0.70429,,
1196,train,-1398.793,383,1,0,88,0.70409,,
1197,train,-151.2,13,1,0,1,0.70389,,
1198,train,-1270.7,400,0,0,81,0.70369,,
1199,train,-597.072,125,1,0,33,0.70349,,
1200,train,-1684.155,392,1,0,98,0.70329,,
1200,eval,,,,,,0.70329,0.25,309.169
1201,train,-787.749,192,1,0,49,0.70309,,
1202,train,-610.651,148,1,0,43,0.70289,,
1203,train,-1374.181,400,0,1,87,0.70269,,
1204,train,-221.2,49,1,0,9,0.70248,,
1205,train,-1398.2,400,0,1,95,0.70228,,
1206,train,-672.459,161,1,0,30,0.70208,,
1207,train,-752.3,164,1,0,36,0.70188,,
1208,train,-1098.57,295,1,0,72,0.70168,,
1209,train,-1265.6,360,1,0,75,0.70148,,
1210,train,-1283.27,351,1,0,71,0.70128,,
1211,train,-1534.913,400,0,1,91,0.70108,,
1212,train,-1404.887,400,0,0,88,0.70088,,
1213,train,-1149.673,267,1,0,80,0.70068,,
1214,train,-222.0,41,1,0,12,0.70048,,
1215,train,-305.5,44,1,0,17,0.70028,,
1216,train,-1441.0,400,0,1,104,0.70008,,
1217,train,-1421.764,400,0,2,106,0.69988,,
1218,train,-291.189,45,1,0,11,0.69968,,
1219,train,-1225.73,287,1,0,65,0.69948,,
1220,train,-700.6,152,1,0,34,0.69928,,
1221,train,-108.1,2,1,0,1,0.69908,,
1222,train,-1292.356,400,0,0,78,0.69888,,
1223,train,-398.683,81,1,0,17,0.69868,,
1224,train,-1335.782,350,1,0,84,0.69848,,
1225,train,-299.8,68,1,0,15,0.69828,,
1226,train,-1400.77,400,0,1,103,0.69808,,
1227,train,-164.452,15,1,0,5,0.69788,,
1228,train,-1463.428,400,0,0,105,0.69768,,
1229,train,-1578.779,394,1,0,97,0.69748,,
1230,train,-723.892,175,1,0,39,0.69729,,
1231,train,-348.7,66,1,0,15,0.69709,,
1232,train,-127.8,12,1,0,2,0.69689,,
1233,train,-1436.428,400,0,1,87,0.69669,,
1234,train,-1211.6,318,1,0,78,0.69649,,
1235,train,-316.9,57,1,0,15,0.69629,,
1236,train,-182.6,27,1,0,7,0.69609,,
1237,train,-230.902,34,1,0,5,0.69589,,
1238,train,-890.0,208,1,0,50,0.69569,,
1239,train,-378.365,63,1,0,24,0.6955,,
1240,train,-828.498,199,1,0,40,0.6953,,
1241,train,-415.7,92,1,0,27,0.6951,,
1242,train,-743.5,175,1,0,47,0.6949,,
1243,train,-605.577,123,1,0,25,0.6947,,
1244,train,-1360.037,400,0,0,92,0.6945,,
1245,train,-199.7,26,1,0,8,0.69431,,
1246,train,-1342.046,356,1,0,83,0.69411,,
1247,train,-1434.304,400,0,0,93,0.69391,,
1248,train,-596.3,125,1,0,38,0.69371,,
1249,train,-1581.936,400,0,0,96,0.69351,,
1250,train,-284.3,44,1,0,12,0.69332,,
1251,train,-1436.093,400,0,1,93,0.69312,,
1252,train,-1420.849,400,0,2,100,0.69292,,
1253,train,-1291.256,303,1,0,70,0.69272,,
1254,train,-1415.831,400,0,0,104,0.69253,,
1255,train,-867.145,202,1,0,64,0.69233,,
1256,train,-654.514,143,1,0,30,0.69213,,
1257,train,-1448.9,400,0,0,104,0.69193,,
1258,train,-162.1,14,1,0,7,0.69174,,
1259,train,-1582.9,400,0,0,105,0.69154,,
1260,train,-1367.57,332,1,0,83,0.69134,,
1261,train,-124.2,5,1,0,3,0.69115,,
1262,train,-499.998,131,1,0,23,0.69095,,
1263,train,-711.347,169,1,0,39,0.69075,,
1264,train,-1396.107,400,0,3,96,0.69055,,
1265,train,-1449.48,400,0,2,90,0.69036,,
1266,train,-505.8,110,1,0,26,0.69016,,
1267,train,-1453.005,400,0,0,88,0.68996,,
1268,train,-1413.096,329,1,0,76,0.68977,,
1269,train,-1373.788,400,0,0,75,0.68957,,
1270,train,-540.918,146,1,0,30,0.68937,,
1271,train,-118.075,2,1,0,0,0.68918,,
1272,train,-1434.768,400,0,1,86,0.68898,,
1273,train,-1291.941,400,0,1,87,0.68879,,
1274,train,-1401.291,400,0,1,82,0.68859,,
1275,train,-1445.105,400,0,3,93,0.68839,,
1276,train,-569.8,121,1,0,29,0.6882,,
1277,train,-307.834,68,1,0,15,0.688,,
1278,train,-1361.097,400,0,1,81,0.6878,,
1279,train,-695.681,153,1,0,34,0.68761,,
1280,train,-881.2,248,1,0,55,0.68741,,
1281,train,-445.193,100,1,0,26,0.68722,,
1282,train,-838.454,203,1,0,40,0.68702,,
1283,train,-1449.451,375,1,0,88,0.68683,,
1284,train,-307.6,58,1,0,11,0.68663,,
1285,train,-108.0,1,1,0,1,0.68643,,
1286,train,-1060.0,301,1,0,59,0.68624,,
1287,train,-115.519,2,1,0,1,0.68604,,
1288,train,-1525.804,400,0,0,101,0.68585,,
1289,train,-1069.286,295,1,0,68,0.68565,,
1290,train,-718.9,154,1,0,26,0.68546,,
1291,train,-789.441,188,1,0,43,0.68526,,
1292,train,-948.997,238,1,0,57,0.68507,,
1293,train,-143.1,12,1,0,2,0.68487,,
1294,train,-376.1,73,1,0,21,0.68468,,
1295,train,-288.7,48,1,0,17,0.68448,,
1296,train,-982.461,259,1,0,56,0.68429,,
1297,train,-851.954,219,1,0,54,0.68409,,
1298,train,-269.954,46,1,0,12,0.6839,,
1299,train,-244.6,40,1,0,11,0.6837,,
1300,train,-1373.8,400,0,0,69,0.68351,,
1301,train,-1078.12,307,1,0,65,0.68332,,
1302,train,-223.7,31,1,0,9,0.68312,,
1303,train,-910.99,208,1,0,49,0.68293,,
1304,train,-1058.749,242,1,0,47,0.68273,,
1305,train,-1377.719,400,0,0,96,0.68254,,
1306,train,-1247.863,293,1,0,66,0.68234,,
1307,train,-109.1,1,1,0,0,0.68215,,
1308,train,-576.0,127,1,0,31,0.68196,,
1309,train,-1184.652,276,1,0,73,0.68176,,
1310,train,-1294.799,400,0,0,91,0.68157,,
1311,train,-427.8,97,1,0,22,0.68137,,
1312,train,-1334.4,400,0,0,94,0.68118,,
1313,train,-480.153,93,1,0,21,0.68099,,
1314,train,-109.1,1,1,0,0,0.68079,,
1315,train,-1485.689,400,0,0,108,0.6806,,
1316,train,-1276.306,400,0,0,83,0.68041,,
1317,train,-601.2,114,1,0,31,0.68021,,
1318,train,-292.1,49,1,0,11,0.68002,,
1319,train,-1378.737,400,0,0,92,0.67983,,
1320,train,-432.324,98,1,0,26,0.67963,,
1321,train,-1054.369,280,1,0,54,0.67944,,
1322,train,-858.445,242,1,0,46,0.67925,,
1323,train,-1382.105,400,0,2,81,0.67905,,
1324,train,-675.2,162,1,0,40,0.67886,,
1325,train,-1022.396,299,1,0,70,0.67867,,
1326,train,-117.6,5,1,0,1,0.67847,,
1327,train,-932.206,236,1,0,45,0.67828,,
1328,train,-487.132,111,1,0,21,0.67809,,
1329,train,-108.0,1,1,0,1,0.6779,,
1330,train,-1363.802,400,0,3,78,0.6777,,
1331,train,-167.4,17,1,0,3,0.67751,,
1332,train,-1454.124,400,0,0,80,0.67732,,
1333,train,-571.89,126,1,0,28,0.67713,,
1334,train,-1383.177,400,0,2,80,0.67693,,
1335,train,-239.5,34,1,0,11,0.67674,,
1336,train,-1391.475,400,0,4,89,0.67655,,
1337,train,-1434.488,400,0,5,94,0.67636,,
1338,train,-1447.043,400,0,0,74,0.67617,,
1339,train,-1288.451,400,0,0,85,0.67597,,
1340,train,-414.2,111,1,0,13,0.67578,,
1341,train,-1408.613,400,0,1,92,0.67559,,
1342,train,-130.1,10,1,0,3,0.6754,,
1343,train,-1277.7,400,0,0,95,0.67521,,
1344,train,-832.462,195,1,0,43,0.67501,,
1345,train,-169.6,20,1,0,7,0.67482,,
1346,train,-962.749,247,1,0,54,0.67463,,
1347,train,-1172.6,293,1,0,74,0.67444,,
1348,train,-1253.469,400,0,1,92,0.67425,,
1349,train,-438.6,102,1,0,25,0.67406,,
1350,train,-542.346,118,1,0,30,0.67387,,
1351,train,-1403.77,400,0,1,87,0.67367,,
1352,train,-528.546,130,1,0,29,0.67348,,
1353,train,-597.9,156,1,0,43,0.67329,,
1354,train,-1427.946,400,0,0,93,0.6731,,
1355,train,-1110.149,273,1,0,66,0.67291,,
1356,train,-871.9,227,1,0,45,0.67272,,
1357,train,-1009.038,262,1,0,61,0.67253,,
1358,train,-1248.64,400,0,0,72,0.67234,,
1359,train,-1278.749,400,0,0,81,0.67215,,
1360,train,-225.2,45,1,0,6,0.67196,,
1361,train,-711.252,164,1,0,36,0.67177,,
1362,train,-1346.766,358,1,0,77,0.67157,,
1363,train,-591.5,167,1,0,29,0.67138,,
1364,train,-1443.755,342,1,0,79,0.67119,,
1365,train,-753.843,172,1,0,43,0.671,,
1366,train,-1507.652,400,0,0,87,0.67081,,
1367,train,-180.3,25,1,0,6,0.67062,,
1368,train,-532.787,119,1,0,27,0.67043,,
1369,train,-1278.9,400,0,0,98,0.67024,,
1370,train,-1319.596,400,0,1,71,0.67005,,
1371,train,-538.754,156,1,0,27,0.66986,,
1372,train,-1302.431,400,0,1,88,0.66967,,
1373,train,-1349.345,400,0,1,93,0.66948,,
1374,train,-558.4,158,1,0,35,0.66929,,
1375,train,-1311.951,400,0,0,83,0.6691,,
1376,train,-1415.205,400,0,1,100,0.66891,,
1377,train,-1153.614,309,1,0,73,0.66872,,
1378,train,-1399.4,400,0,2,100,0.66853,,
1379,train,-944.5,245,1,0,56,0.66834,,
1380,train,-1306.045,347,1,0,85,0.66816,,
1381,train,-347.0,68,1,0,17,0.66797,,
1382,train,-700.1,180,1,0,34,0.66778,,
1383,train,-995.766,307,1,0,49,0.66759,,
1384,train,-1394.611,400,0,0,98,0.6674,,
1385,train,-916.1,258,1,0,57,0.66721,,
1386,train,-748.435,195,1,0,43,0.66702,,
1387,train,-951.351,257,1,0,42,0.66683,,
1388,train,-451.4,93,1,0,15,0.66664,,
1389,train,-194.6,23,1,0,5,0.66645,,
1390,train,-1436.441,400,0,2,82,0.66626,,
1391,train,-1059.229,279,1,0,64,0.66608,,
1392,train,-1415.7,400,0,1,105,0.66589,,
1393,train,-330.702,54,1,0,16,0.6657,,
1394,train,-684.423,152,1,0,40,0.66551,,
1395,train,-1319.752,400,0,0,84,0.66532,,
1396,train,-731.3,164,1,0,41,0.66513,,
1397,train,-1380.674,400,0,0,105,0.66494,,
1398,train,-428.9,86,1,0,19,0.66476,,
1399,train,-1265.888,400,0,0,75,0.66457,,
1400,train,-1373.199,400,0,3,83,0.66438,,
1401,train,-626.1,178,1,0,34,0.66419,,
1402,train,-537.646,125,1,0,25,0.664,,
1403,train,-1560.802,400,0,0,84,0.66382,,
1404,train,-826.5,212,1,0,50,0.66363,,
1405,train,-1155.4,312,1,0,80,0.66344,,
1406,train,-248.3,39,1,0,12,0.66325,,
1407,train,-177.5,16,1,0,6,0.66306,,
1408,train,-204.651,17,1,0,6,0.66288,,
1409,train,-1067.199,239,1,0,56,0.66269,,
1410,train,-846.616,204,1,0,41,0.6625,,
1411,train,-1319.905,400,0,0,102,0.66231,,
1412,train,-521.7,118,1,0,27,0.66213,,
1413,train,-621.931,124,1,0,41,0.66194,,
1414,train,-223.952,46,1,0,5,0.66175,,
1415,train,-143.6,12,1,0,4,0.66157,,
1416,train,-180.787,23,1,0,5,0.66138,,
1417,train,-1277.382,400,0,0,86,0.66119,,
1418,train,-1001.766,280,1,0,57,0.661,,
1419,train,-900.405,243,1,0,51,0.66082,,
1420,train,-116.1,3,1,0,2,0.66063,,
1421,train,-1386.212,400,0,0,93,0.66044,,
1422,train,-1139.9,276,1,0,59,0.66026,,
1423,train,-274.5,53,1,0,12,0.66007,,
1424,train,-944.5,207,1,0,43,0.65988,,
1425,train,-108.1,2,1,0,1,0.6597,,
1426,train,-412.474,96,1,0,12,0.65951,,
1427,train,-608.6,146,1,0,37,0.65932,,
1428,train,-134.6,11,1,0,2,0.65914,,
1429,train,-1268.0,400,0,0,91,0.65895,,
1430,train,-117.497,2,1,0,0,0.65876,,
1431,train,-326.0,70,1,0,18,0.65858,,
1432,train,-1437.22,400,0,1,88,0.65839,,
1433,train,-1006.545,291,1,0,63,0.65821,,
1434,train,-109.1,1,1,0,0,0.65802,,
1435,train,-974.987,223,1,0,45,0.65783,,
1436,train,-1327.5,400,0,0,92,0.65765,,
1437,train,-1495.6,400,0,0,88,0.65746,,
1438,train,-1104.283,293,1,0,73,0.65728,,
1439,train,-293.452,62,1,0,12,0.65709,,
1440,train,-1187.526,336,1,0,70,0.65691,,
1441,train,-113.5,2,1,0,1,0.65672,,
1442,train,-369.218,74,1,0,16,0.65653,,
1443,train,-1362.075,400,0,0,84,0.65635,,
1444,train,-109.1,1,1,0,0,0.65616,,
1445,train,-1476.8,400,0,0,94,0.65598,,
1446,train,-1419.702,400,0,1,82,0.65579,,
1447,train,-1499.902,400,0,2,88,0.65561,,
1448,train,-862.6,207,1,0,44,0.65542,,
1449,train,-1178.887,338,1,0,75,0.65524,,
1450,train,-1407.398,400,0,0,87,0.65505,,
1451,train,-826.891,228,1,0,54,0.65487,,
1452,train,-414.465,93,1,0,24,0.65468,,
1453,train,-1361.4,400,0,1,98,0.6545,,
1454,train,-796.924,203,1,0,54,0.65431,,
1455,train,-1385.768,400,0,2,88,0.65413,,
1456,train,-748.8,194,1,0,37,0.65394,,
1457,train,-952.869,255,1,0,44,0.65376,,
1458,train,-450.346,114,1,0,28,0.65357,,
1459,train,-861.356,197,1,0,42,0.65339,,
1460,train,-1278.035,394,1,0,78,0.6532,,
1461,train,-1389.149,400,0,0,85,0.65302,,
1462,train,-116.1,3,1,0,2,0.65284,,
1463,train,-1265.669,400,0,0,89,0.65265,,
1464,train,-528.2,116,1,0,29,0.65247,,
1465,train,-109.1,1,1,0,0,0.65228,,
1466,train,-319.3,70,1,0,14,0.6521,,
1467,train,-730.001,175,1,0,45,0.65192,,
1468,train,-276.2,47,1,0,13,0.65173,,
1469,train,-1309.198,400,0,0,91,0.65155,,
1470,train,-363.3,72,1,0,17,0.65136,,
1471,train,-696.089,184,1,0,32,0.65118,,
1472,train,-1347.91,367,1,0,97,0.651,,
1473,train,-456.4,116,1,0,24,0.65081,,
1474,train,-1121.799,306,1,0,65,0.65063,,
1475,train,-616.921,147,1,0,37,0.65045,,
1476,train,-1343.958,400,0,0,77,0.65026,,
1477,train,-143.9,15,1,0,4,0.65008,,
1478,train,-613.872,132,1,0,29,0.6499,,
1479,train,-1258.758,336,1,0,76,0.64971,,
1480,train,-1307.263,400,0,1,81,0.64953,,
1481,train,-680.0,163,1,0,35,0.64935,,
1482,train,-1180.266,285,1,0,68,0.64916,,
1483,train,-145.6,17,1,0,4,0.64898,,
1484,train,-653.354,154,1,0,33,0.6488,,
1485,train,-533.093,123,1,0,26,0.64861,,
1486,train,-725.652,169,1,0,39,0.64843,,
1487,train,-1198.345,323,1,0,79,0.64825,,
1488,train,-762.257,205,1,0,44,0.64807,,
1489,train,-109.1,1,1,0,0,0.64788,,
1490,train,-509.6,116,1,0,26,0.6477,,
1491,train,-568.201,132,1,0,30,0.64752,,
1492,train,-1380.016,400,0,2,87,0.64734,,
1493,train,-1269.844,400,0,0,87,0.64715,,
1494,train,-1404.2,400,0,0,76,0.64697,,
1495,train,-109.1,1,1,0,0,0.64679,,
1496,train,-1524.4,400,0,0,87,0.64661,,
1497,train,-137.5,15,1,0,3,0.64642,,
1498,train,-108.3,4,1,0,1,0.64624,,
1499,train,-1144.102,291,1,0,67,0.64606,,
1500,train,-1411.331,371,1,0,79,0.64588,,
